Rounded_Latitude,Rounded_Longitude,Month_Segment,Count
40.6799,-73.9403,Mar-Apr,4
40.6799,-73.9403,May-Jun,4
40.6799,-73.9208,Jan-Feb,1
40.6799,-73.9208,Mar-Apr,1
40.6799,-73.9208,May-Jun,1
40.6799,-73.9139,Mar-Apr,1
40.6799,-73.9139,May-Jun,1
40.6799,-73.9112,Jan-Feb,2
40.6799,-73.9112,Mar-Apr,3
40.6799,-73.9112,May-Jun,1
40.6799,-73.9033,May-Jun,1
40.6799,-73.8912,May-Jun,1
40.6799,-73.8908,Jan-Feb,1
40.6799,-73.8908,May-Jun,1
40.6799,-73.8847,Jan-Feb,2
40.6799,-73.8847,May-Jun,1
40.6799,-73.8827,Jan-Feb,3
40.6799,-73.8827,Mar-Apr,1
40.6799,-73.8827,May-Jun,1
40.6799,-73.8779,Jan-Feb,1
40.6799,-73.8779,Mar-Apr,1
40.6799,-73.8779,May-Jun,2
40.6799,-73.8711,Jan-Feb,1
40.6799,-73.8614,May-Jun,1
40.6799,-73.8574,Jan-Feb,1
40.6799,-73.8574,Jul-Aug,1
40.6799,-73.8574,Mar-Apr,1
40.6799,-73.856,Mar-Apr,1
40.6799,-73.856,May-Jun,2
40.6799,-73.856,Nov-Dec,1
40.6799,-73.8511,Nov-Dec,1
40.6799,-73.8507,Jan-Feb,2
40.6799,-73.8507,Mar-Apr,1
40.6799,-73.8507,May-Jun,1
40.6799,-73.8502,Mar-Apr,1
40.6799,-73.8502,May-Jun,1
40.6799,-73.8497,May-Jun,2
40.6799,-73.8392,Mar-Apr,1
40.6799,-73.8392,May-Jun,1
40.6799,-73.8388,Mar-Apr,1
40.6799,-73.8349,Mar-Apr,1
40.6799,-73.8349,May-Jun,3
40.6799,-73.8235,Jan-Feb,1
40.6799,-73.82,Jan-Feb,2
40.6799,-73.82,May-Jun,1
40.6799,-73.813,Jan-Feb,1
40.6799,-73.813,Mar-Apr,1
40.6799,-73.8059,Jan-Feb,1
40.6799,-73.7951,Jan-Feb,1
40.6799,-73.7951,Mar-Apr,2
40.6799,-73.7805,Jan-Feb,1
40.6799,-73.7764,Jan-Feb,1
40.6799,-73.7764,Mar-Apr,2
40.6799,-73.7564,Jan-Feb,2
40.6799,-73.7564,Mar-Apr,1
40.6799,-73.7564,May-Jun,1
40.6799,-73.7498,Jul-Aug,1
40.6799,-73.7476,Jan-Feb,1
40.6799,-73.7435,Jan-Feb,4
40.6799,-73.7435,Mar-Apr,1
40.68,-74.0098,Mar-Apr,1
40.68,-73.995,Mar-Apr,2
40.68,-73.963,Mar-Apr,1
40.68,-73.963,Sep-Oct,1
40.68,-73.9549,Jan-Feb,1
40.68,-73.9549,Mar-Apr,1
40.68,-73.9532,Jan-Feb,3
40.68,-73.9532,Mar-Apr,1
40.68,-73.9532,May-Jun,4
40.68,-73.9532,Sep-Oct,1
40.68,-73.9496,Jan-Feb,8
40.68,-73.9496,Mar-Apr,7
40.68,-73.9496,May-Jun,9
40.68,-73.9433,Jan-Feb,1
40.68,-73.9433,Mar-Apr,3
40.68,-73.9433,May-Jun,4
40.68,-73.9422,Jan-Feb,6
40.68,-73.9422,Mar-Apr,7
40.68,-73.9422,May-Jun,5
40.68,-73.9329,Jan-Feb,2
40.68,-73.9329,Mar-Apr,1
40.68,-73.9329,May-Jun,3
40.68,-73.9329,Nov-Dec,1
40.68,-73.907,Jan-Feb,9
40.68,-73.907,Mar-Apr,9
40.68,-73.907,Nov-Dec,1
40.68,-73.9055,May-Jun,1
40.68,-73.8936,Mar-Apr,1
40.68,-73.8903,Jan-Feb,1
40.68,-73.8774,Jan-Feb,1
40.68,-73.8774,Mar-Apr,1
40.68,-73.8774,May-Jun,3
40.68,-73.8693,Mar-Apr,3
40.68,-73.8693,May-Jun,1
40.68,-73.8645,May-Jun,1
40.68,-73.861,Jan-Feb,1
40.68,-73.8585,May-Jun,1
40.68,-73.8493,Mar-Apr,1
40.68,-73.8488,May-Jun,2
40.68,-73.8483,Jan-Feb,1
40.68,-73.8483,May-Jun,1
40.68,-73.8395,May-Jun,3
40.68,-73.836,Jan-Feb,1
40.68,-73.836,Mar-Apr,1
40.68,-73.836,May-Jun,1
40.68,-73.83,Jan-Feb,1
40.68,-73.8268,Jan-Feb,2
40.68,-73.8268,Sep-Oct,1
40.68,-73.8089,Jan-Feb,1
40.68,-73.7902,Mar-Apr,1
40.68,-73.7762,Jan-Feb,221
40.68,-73.7762,Jul-Aug,2
40.68,-73.7762,Mar-Apr,230
40.68,-73.7762,May-Jun,235
40.68,-73.7762,Nov-Dec,4
40.68,-73.7762,Sep-Oct,1
40.68,-73.7523,Jan-Feb,1
40.68,-73.7523,Mar-Apr,5
40.68,-73.7523,May-Jun,3
40.68,-73.748,Mar-Apr,1
40.6801,-74.005,Mar-Apr,1
40.6801,-73.9615,Nov-Dec,1
40.6801,-73.9598,Jan-Feb,1
40.6801,-73.9598,May-Jun,4
40.6801,-73.9538,Mar-Apr,2
40.6801,-73.9538,May-Jun,1
40.6801,-73.944,Jan-Feb,2
40.6801,-73.944,May-Jun,2
40.6801,-73.9436,Jan-Feb,4
40.6801,-73.9436,Mar-Apr,1
40.6801,-73.9436,May-Jun,3
40.6801,-73.9286,Jan-Feb,1
40.6801,-73.9255,Jan-Feb,2
40.6801,-73.9255,May-Jun,2
40.6801,-73.9222,Jan-Feb,2
40.6801,-73.9222,Mar-Apr,2
40.6801,-73.9222,May-Jun,2
40.6801,-73.9126,Mar-Apr,3
40.6801,-73.9126,May-Jun,3
40.6801,-73.9043,Mar-Apr,1
40.6801,-73.9015,Jan-Feb,2
40.6801,-73.9015,Mar-Apr,9
40.6801,-73.9015,Nov-Dec,1
40.6801,-73.8899,Jan-Feb,1
40.6801,-73.8894,Jan-Feb,1
40.6801,-73.8842,Jan-Feb,2
40.6801,-73.8842,Mar-Apr,2
40.6801,-73.8842,May-Jun,3
40.6801,-73.8809,Jan-Feb,1
40.6801,-73.8809,Mar-Apr,1
40.6801,-73.8809,May-Jun,3
40.6801,-73.8722,Jan-Feb,4
40.6801,-73.8722,Mar-Apr,2
40.6801,-73.8722,May-Jun,2
40.6801,-73.8722,Nov-Dec,1
40.6801,-73.8605,Jan-Feb,1
40.6801,-73.8478,May-Jun,1
40.6801,-73.8474,Mar-Apr,1
40.6801,-73.8469,Jan-Feb,1
40.6801,-73.8405,Jan-Feb,2
40.6801,-73.8405,May-Jun,1
40.6801,-73.834,May-Jun,1
40.6801,-73.834,Nov-Dec,1
40.6801,-73.8226,Mar-Apr,2
40.6801,-73.8226,May-Jun,3
40.6801,-73.8191,Jan-Feb,1
40.6801,-73.8121,Jan-Feb,1
40.6801,-73.8079,Mar-Apr,2
40.6801,-73.8079,May-Jun,1
40.6801,-73.8018,Jan-Feb,1
40.6801,-73.7942,Mar-Apr,1
40.6801,-73.7942,May-Jun,1
40.6801,-73.7911,Jan-Feb,1
40.6801,-73.7911,Mar-Apr,3
40.6801,-73.7759,Jan-Feb,9
40.6801,-73.7759,Mar-Apr,9
40.6801,-73.7759,May-Jun,9
40.6801,-73.7759,Nov-Dec,1
40.6801,-73.7741,May-Jun,1
40.6801,-73.7623,Jan-Feb,1
40.6801,-73.7623,Mar-Apr,3
40.6801,-73.7623,May-Jun,1
40.6801,-73.7532,Jan-Feb,4
40.6801,-73.7532,Mar-Apr,7
40.6801,-73.7532,May-Jun,5
40.6802,-73.9841,May-Jun,1
40.6802,-73.98,Jan-Feb,1
40.6802,-73.98,May-Jun,1
40.6802,-73.968,Mar-Apr,1
40.6802,-73.9467,Jan-Feb,1
40.6802,-73.9467,Mar-Apr,3
40.6802,-73.9467,Nov-Dec,1
40.6802,-73.9465,Jan-Feb,1
40.6802,-73.9465,Mar-Apr,1
40.6802,-73.9465,May-Jun,1
40.6802,-73.9463,Jan-Feb,2
40.6802,-73.9463,Mar-Apr,1
40.6802,-73.9463,May-Jun,1
40.6802,-73.9451,Jan-Feb,16
40.6802,-73.9451,Mar-Apr,14
40.6802,-73.9451,May-Jun,15
40.6802,-73.9345,Mar-Apr,1
40.6802,-73.9345,May-Jun,1
40.6802,-73.9315,May-Jun,4
40.6802,-73.9181,Jan-Feb,6
40.6802,-73.9181,Mar-Apr,4
40.6802,-73.9181,May-Jun,6
40.6802,-73.9112,May-Jun,1
40.6802,-73.896,Jan-Feb,1
40.6802,-73.896,May-Jun,1
40.6802,-73.8932,Jan-Feb,1
40.6802,-73.8932,May-Jun,1
40.6802,-73.8922,May-Jun,1
40.6802,-73.8857,Jan-Feb,2
40.6802,-73.8838,Jan-Feb,1
40.6802,-73.8838,Mar-Apr,2
40.6802,-73.8766,Mar-Apr,8
40.6802,-73.8766,May-Jun,6
40.6802,-73.8712,May-Jun,1
40.6802,-73.8693,May-Jun,1
40.6802,-73.8602,Mar-Apr,1
40.6802,-73.8602,May-Jun,1
40.6802,-73.8454,Mar-Apr,3
40.6802,-73.8415,Jan-Feb,1
40.6802,-73.8415,Mar-Apr,1
40.6802,-73.8415,May-Jun,1
40.6802,-73.8409,Jan-Feb,2
40.6802,-73.8409,Mar-Apr,3
40.6802,-73.8259,Jan-Feb,1
40.6802,-73.8259,Mar-Apr,1
40.6802,-73.8259,Nov-Dec,1
40.6802,-73.8085,May-Jun,3
40.6802,-73.7977,Mar-Apr,3
40.6802,-73.7937,May-Jun,1
40.6802,-73.7894,Jan-Feb,1
40.6802,-73.7806,May-Jun,1
40.6802,-73.7755,Mar-Apr,1
40.6802,-73.7755,May-Jun,3
40.6802,-73.7484,Mar-Apr,1
40.6802,-73.7484,May-Jun,1
40.6802,-73.7443,Jan-Feb,2
40.6802,-73.7443,Mar-Apr,1
40.6802,-73.7443,May-Jun,8
40.6803,-74.0095,Jan-Feb,2
40.6803,-74.0021,May-Jun,1
40.6803,-74.0021,Nov-Dec,1
40.6803,-74.0002,Jan-Feb,1
40.6803,-74.0002,May-Jun,1
40.6803,-73.9969,Mar-Apr,1
40.6803,-73.9811,Jan-Feb,2
40.6803,-73.9811,May-Jun,1
40.6803,-73.9778,Jan-Feb,2
40.6803,-73.9778,Mar-Apr,2
40.6803,-73.9747,Jan-Feb,1
40.6803,-73.9747,Mar-Apr,1
40.6803,-73.9747,May-Jun,1
40.6803,-73.9486,Jan-Feb,4
40.6803,-73.9486,Mar-Apr,4
40.6803,-73.9486,May-Jun,9
40.6803,-73.9477,Jan-Feb,1
40.6803,-73.9472,Jan-Feb,4
40.6803,-73.9472,Mar-Apr,1
40.6803,-73.9472,May-Jun,6
40.6803,-73.9433,Jan-Feb,1
40.6803,-73.9384,Jan-Feb,2
40.6803,-73.9384,Mar-Apr,3
40.6803,-73.9384,May-Jun,9
40.6803,-73.9375,Mar-Apr,1
40.6803,-73.9375,May-Jun,1
40.6803,-73.93,Jan-Feb,7
40.6803,-73.93,Mar-Apr,15
40.6803,-73.93,May-Jun,13
40.6803,-73.914,Jan-Feb,1
40.6803,-73.914,Mar-Apr,1
40.6803,-73.914,May-Jun,2
40.6803,-73.8885,Mar-Apr,1
40.6803,-73.8734,Mar-Apr,1
40.6803,-73.8703,Jan-Feb,3
40.6803,-73.8703,Mar-Apr,2
40.6803,-73.8703,May-Jun,1
40.6803,-73.8689,Jan-Feb,1
40.6803,-73.8689,Mar-Apr,1
40.6803,-73.8689,May-Jun,1
40.6803,-73.8684,Jan-Feb,1
40.6803,-73.8446,Mar-Apr,1
40.6803,-73.8162,Mar-Apr,1
40.6803,-73.7988,Sep-Oct,1
40.6803,-73.7884,May-Jun,1
40.6803,-73.7836,Mar-Apr,1
40.6803,-73.7628,Jan-Feb,1
40.6803,-73.7628,May-Jun,1
40.6803,-73.7548,May-Jun,1
40.6803,-73.7371,May-Jun,1
40.6803,-73.7257,Jan-Feb,1
40.6804,-73.9906,May-Jun,3
40.6804,-73.9886,May-Jun,3
40.6804,-73.9825,Jan-Feb,1
40.6804,-73.9762,Jan-Feb,3
40.6804,-73.9762,May-Jun,2
40.6804,-73.9729,Jan-Feb,2
40.6804,-73.9729,Mar-Apr,1
40.6804,-73.9729,May-Jun,1
40.6804,-73.9533,May-Jun,1
40.6804,-73.9504,Jan-Feb,9
40.6804,-73.9504,Mar-Apr,8
40.6804,-73.9504,May-Jun,14
40.6804,-73.9496,Jan-Feb,33
40.6804,-73.9496,Mar-Apr,66
40.6804,-73.9496,May-Jun,35
40.6804,-73.9167,May-Jun,1
40.6804,-73.9099,Jan-Feb,3
40.6804,-73.9099,May-Jun,2
40.6804,-73.8948,Jan-Feb,2
40.6804,-73.8948,May-Jun,1
40.6804,-73.8948,Nov-Dec,1
40.6804,-73.8928,Jan-Feb,2
40.6804,-73.8928,Mar-Apr,3
40.6804,-73.8928,May-Jun,1
40.6804,-73.8914,Mar-Apr,1
40.6804,-73.8848,Jan-Feb,1
40.6804,-73.8848,Mar-Apr,1
40.6804,-73.8848,May-Jun,1
40.6804,-73.8833,Mar-Apr,2
40.6804,-73.88,Mar-Apr,1
40.6804,-73.8597,May-Jun,1
40.6804,-73.8528,Jan-Feb,1
40.6804,-73.8499,Jan-Feb,1
40.6804,-73.8499,Mar-Apr,1
40.6804,-73.8443,Mar-Apr,1
40.6804,-73.8425,Jan-Feb,14
40.6804,-73.8425,Mar-Apr,26
40.6804,-73.8425,May-Jun,17
40.6804,-73.8331,Mar-Apr,2
40.6804,-73.8331,May-Jun,3
40.6804,-73.8331,Nov-Dec,1
40.6804,-73.8251,Jan-Feb,1
40.6804,-73.8251,May-Jun,1
40.6804,-73.8218,May-Jun,1
40.6804,-73.8183,May-Jun,4
40.6804,-73.8148,Mar-Apr,1
40.6804,-73.8148,May-Jun,1
40.6804,-73.8112,Jan-Feb,1
40.6804,-73.8075,Jan-Feb,1
40.6804,-73.8075,Mar-Apr,1
40.6804,-73.8005,Mar-Apr,1
40.6804,-73.8005,May-Jun,1
40.6804,-73.7797,Mar-Apr,1
40.6804,-73.7751,Mar-Apr,2
40.6804,-73.7722,Jan-Feb,2
40.6804,-73.7722,Mar-Apr,2
40.6804,-73.7722,May-Jun,3
40.6804,-73.7722,Nov-Dec,2
40.6804,-73.7715,Mar-Apr,2
40.6804,-73.7682,Jan-Feb,2
40.6804,-73.7682,Mar-Apr,5
40.6804,-73.7682,May-Jun,3
40.6804,-73.7631,Jan-Feb,1
40.6804,-73.7631,Mar-Apr,2
40.6804,-73.7631,May-Jun,7
40.6804,-73.7631,Nov-Dec,1
40.6805,-73.9947,Jan-Feb,1
40.6805,-73.9933,Jan-Feb,1
40.6805,-73.9933,Mar-Apr,1
40.6805,-73.9919,May-Jun,1
40.6805,-73.9746,Jan-Feb,1
40.6805,-73.9713,May-Jun,2
40.6805,-73.9695,Jan-Feb,6
40.6805,-73.9695,Mar-Apr,3
40.6805,-73.9695,May-Jun,4
40.6805,-73.9695,Nov-Dec,1
40.6805,-73.9613,Mar-Apr,2
40.6805,-73.9569,Jan-Feb,1
40.6805,-73.9569,May-Jun,1
40.6805,-73.9463,Jan-Feb,4
40.6805,-73.9463,May-Jun,2
40.6805,-73.9419,Jan-Feb,3
40.6805,-73.9419,Mar-Apr,1
40.6805,-73.9316,Jan-Feb,2
40.6805,-73.9286,Jan-Feb,4
40.6805,-73.9286,Mar-Apr,2
40.6805,-73.9286,May-Jun,12
40.6805,-73.9256,Jan-Feb,2
40.6805,-73.9256,Mar-Apr,1
40.6805,-73.9256,May-Jun,2
40.6805,-73.9223,Jan-Feb,1
40.6805,-73.9223,Mar-Apr,2
40.6805,-73.9154,Jan-Feb,2
40.6805,-73.9154,Mar-Apr,2
40.6805,-73.9154,May-Jun,3
40.6805,-73.9154,Nov-Dec,1
40.6805,-73.8935,May-Jun,1
40.6805,-73.8872,Jan-Feb,1
40.6805,-73.8872,Mar-Apr,1
40.6805,-73.8872,May-Jun,1
40.6805,-73.8867,May-Jun,1
40.6805,-73.8667,Jan-Feb,1
40.6805,-73.8627,Mar-Apr,5
40.6805,-73.8627,May-Jun,1
40.6805,-73.8577,May-Jun,2
40.6805,-73.8431,Mar-Apr,1
40.6805,-73.8214,Jan-Feb,1
40.6805,-73.8214,Mar-Apr,1
40.6805,-73.8143,May-Jun,1
40.6805,-73.7968,Jan-Feb,1
40.6805,-73.7968,May-Jun,1
40.6805,-73.7921,Jan-Feb,1
40.6805,-73.7921,Mar-Apr,3
40.6805,-73.7921,May-Jun,1
40.6805,-73.7747,Jan-Feb,2
40.6805,-73.7747,Mar-Apr,1
40.6805,-73.7747,May-Jun,1
40.6805,-73.7633,Mar-Apr,2
40.6805,-73.753,Jan-Feb,1
40.6805,-73.753,Mar-Apr,2
40.6805,-73.7452,May-Jun,1
40.6805,-73.7316,Jan-Feb,1
40.6806,-74.0064,Mar-Apr,2
40.6806,-73.9979,Jan-Feb,2
40.6806,-73.9891,Jan-Feb,1
40.6806,-73.9839,Jan-Feb,2
40.6806,-73.9839,May-Jun,1
40.6806,-73.9809,Mar-Apr,1
40.6806,-73.9776,Mar-Apr,1
40.6806,-73.9776,May-Jun,1
40.6806,-73.9749,Mar-Apr,2
40.6806,-73.9678,Jan-Feb,1
40.6806,-73.9678,Mar-Apr,2
40.6806,-73.9678,May-Jun,2
40.6806,-73.9534,Jan-Feb,6
40.6806,-73.9534,Mar-Apr,4
40.6806,-73.9534,May-Jun,1
40.6806,-73.9523,Jan-Feb,4
40.6806,-73.9523,Mar-Apr,5
40.6806,-73.9523,May-Jun,12
40.6806,-73.9405,May-Jun,1
40.6806,-73.9346,Jan-Feb,2
40.6806,-73.9209,Jan-Feb,3
40.6806,-73.9209,Mar-Apr,3
40.6806,-73.9065,Jan-Feb,1
40.6806,-73.9065,Mar-Apr,1
40.6806,-73.9065,May-Jun,1
40.6806,-73.8923,Mar-Apr,1
40.6806,-73.8922,Jan-Feb,1
40.6806,-73.8863,Jan-Feb,1
40.6806,-73.8863,May-Jun,1
40.6806,-73.8839,Mar-Apr,4
40.6806,-73.8839,May-Jun,2
40.6806,-73.8824,Jan-Feb,1
40.6806,-73.8824,Mar-Apr,1
40.6806,-73.8775,Jan-Feb,1
40.6806,-73.8775,May-Jun,1
40.6806,-73.8713,Jan-Feb,1
40.6806,-73.8713,May-Jun,1
40.6806,-73.8588,May-Jun,1
40.6806,-73.8563,Jan-Feb,4
40.6806,-73.8563,Mar-Apr,4
40.6806,-73.8563,May-Jun,2
40.6806,-73.8441,Mar-Apr,2
40.6806,-73.8441,May-Jun,1
40.6806,-73.8431,Mar-Apr,2
40.6806,-73.8429,Mar-Apr,1
40.6806,-73.8402,May-Jun,1
40.6806,-73.8382,Jan-Feb,1
40.6806,-73.8382,Mar-Apr,2
40.6806,-73.8373,Jan-Feb,2
40.6806,-73.8373,Mar-Apr,3
40.6806,-73.8373,May-Jun,1
40.6806,-73.8323,Jan-Feb,1
40.6806,-73.8209,Nov-Dec,1
40.6806,-73.8174,Mar-Apr,1
40.6806,-73.8164,Mar-Apr,1
40.6806,-73.7899,May-Jun,1
40.6806,-73.7581,Jan-Feb,1
40.6806,-73.7581,Mar-Apr,1
40.6806,-73.7518,Mar-Apr,1
40.6806,-73.7518,May-Jun,1
40.6806,-73.738,May-Jun,1
40.6806,-73.7344,Mar-Apr,1
40.6807,-74.0047,Mar-Apr,6
40.6807,-74.0047,May-Jun,1
40.6807,-74.0033,Jan-Feb,3
40.6807,-74.0033,Mar-Apr,2
40.6807,-74.0011,Jan-Feb,1
40.6807,-73.9967,Jan-Feb,1
40.6807,-73.9967,May-Jun,1
40.6807,-73.9792,May-Jun,1
40.6807,-73.9745,May-Jun,3
40.6807,-73.9662,Jan-Feb,1
40.6807,-73.9662,Mar-Apr,1
40.6807,-73.9662,May-Jun,3
40.6807,-73.9662,Nov-Dec,1
40.6807,-73.9643,Jan-Feb,1
40.6807,-73.9623,Jan-Feb,4
40.6807,-73.9623,Mar-Apr,3
40.6807,-73.9623,May-Jun,4
40.6807,-73.9556,Jan-Feb,1
40.6807,-73.9556,Mar-Apr,1
40.6807,-73.9539,Jan-Feb,3
40.6807,-73.9539,Mar-Apr,2
40.6807,-73.9539,May-Jun,3
40.6807,-73.9496,Jan-Feb,1
40.6807,-73.9496,Mar-Apr,3
40.6807,-73.9496,May-Jun,2
40.6807,-73.9463,Mar-Apr,1
40.6807,-73.9463,May-Jun,1
40.6807,-73.9434,Jan-Feb,1
40.6807,-73.9434,Mar-Apr,2
40.6807,-73.9434,Sep-Oct,1
40.6807,-73.9395,Jan-Feb,1
40.6807,-73.9395,Mar-Apr,1
40.6807,-73.9395,May-Jun,1
40.6807,-73.9331,Jan-Feb,1
40.6807,-73.9331,Mar-Apr,2
40.6807,-73.9331,May-Jun,2
40.6807,-73.9271,Jan-Feb,2
40.6807,-73.9271,Mar-Apr,5
40.6807,-73.9271,May-Jun,1
40.6807,-73.9168,Jan-Feb,2
40.6807,-73.9168,Mar-Apr,1
40.6807,-73.914,May-Jun,1
40.6807,-73.9076,Jan-Feb,9
40.6807,-73.9076,Mar-Apr,4
40.6807,-73.9076,May-Jun,12
40.6807,-73.9049,Mar-Apr,1
40.6807,-73.9049,May-Jun,2
40.6807,-73.9026,Mar-Apr,2
40.6807,-73.8905,Jan-Feb,4
40.6807,-73.8858,May-Jun,1
40.6807,-73.8854,Jan-Feb,2
40.6807,-73.8854,Mar-Apr,1
40.6807,-73.8854,May-Jun,2
40.6807,-73.8789,May-Jun,2
40.6807,-73.8749,Mar-Apr,1
40.6807,-73.8724,Mar-Apr,3
40.6807,-73.8724,May-Jun,3
40.6807,-73.8657,Jan-Feb,1
40.6807,-73.8618,Jan-Feb,1
40.6807,-73.8618,Mar-Apr,1
40.6807,-73.8618,May-Jun,1
40.6807,-73.8481,Jan-Feb,1
40.6807,-73.8481,Mar-Apr,1
40.6807,-73.8481,May-Jun,1
40.6807,-73.8446,May-Jun,1
40.6807,-73.8427,Jan-Feb,3
40.6807,-73.8427,Mar-Apr,3
40.6807,-73.8427,May-Jun,6
40.6807,-73.8427,Sep-Oct,1
40.6807,-73.8425,Jan-Feb,2
40.6807,-73.8425,Mar-Apr,1
40.6807,-73.8276,Mar-Apr,1
40.6807,-73.8276,May-Jun,1
40.6807,-73.8102,Mar-Apr,1
40.6807,-73.8102,Sep-Oct,1
40.6807,-73.7995,Mar-Apr,2
40.6807,-73.7995,May-Jun,2
40.6807,-73.796,Mar-Apr,4
40.6807,-73.796,May-Jun,4
40.6807,-73.7895,Jan-Feb,1
40.6807,-73.7809,Mar-Apr,1
40.6807,-73.7779,Jan-Feb,1
40.6807,-73.7779,May-Jun,5
40.6807,-73.7741,Jan-Feb,1
40.6807,-73.7741,Mar-Apr,1
40.6807,-73.7636,Jan-Feb,2
40.6807,-73.7636,Mar-Apr,1
40.6807,-73.7636,May-Jun,1
40.6807,-73.7461,Jan-Feb,2
40.6808,-74.0089,May-Jun,1
40.6808,-73.9956,Mar-Apr,1
40.6808,-73.9748,May-Jun,1
40.6808,-73.9745,Jan-Feb,18
40.6808,-73.9745,Mar-Apr,14
40.6808,-73.9745,May-Jun,25
40.6808,-73.9745,Nov-Dec,1
40.6808,-73.9745,Sep-Oct,3
40.6808,-73.9584,Jan-Feb,1
40.6808,-73.9584,Mar-Apr,2
40.6808,-73.9477,May-Jun,1
40.6808,-73.9224,Jan-Feb,5
40.6808,-73.9224,Mar-Apr,2
40.6808,-73.9224,May-Jun,9
40.6808,-73.9127,Jan-Feb,8
40.6808,-73.9127,Mar-Apr,2
40.6808,-73.9127,May-Jun,2
40.6808,-73.9127,Sep-Oct,1
40.6808,-73.9067,Mar-Apr,1
40.6808,-73.8849,Jan-Feb,1
40.6808,-73.8849,May-Jun,2
40.6808,-73.883,Jan-Feb,1
40.6808,-73.8695,Mar-Apr,1
40.6808,-73.8695,Nov-Dec,1
40.6808,-73.8501,Mar-Apr,1
40.6808,-73.8472,Mar-Apr,1
40.6808,-73.8452,Jan-Feb,2
40.6808,-73.8418,Jan-Feb,4
40.6808,-73.8418,Mar-Apr,13
40.6808,-73.8418,May-Jun,6
40.6808,-73.8359,Mar-Apr,2
40.6808,-73.7922,Jan-Feb,1
40.6808,-73.7922,May-Jun,1
40.6808,-73.7759,Jan-Feb,1
40.6808,-73.7759,Mar-Apr,1
40.6808,-73.7759,May-Jun,1
40.6808,-73.7759,Nov-Dec,2
40.6808,-73.7639,Jan-Feb,2
40.6808,-73.7639,May-Jun,2
40.6808,-73.7564,Jan-Feb,1
40.6808,-73.7564,May-Jun,1
40.6809,-74.0049,May-Jun,1
40.6809,-73.9837,Mar-Apr,2
40.6809,-73.9837,May-Jun,4
40.6809,-73.9807,May-Jun,2
40.6809,-73.9775,May-Jun,1
40.6809,-73.9751,Jan-Feb,3
40.6809,-73.9751,Mar-Apr,9
40.6809,-73.9751,May-Jun,2
40.6809,-73.9711,Jan-Feb,1
40.6809,-73.9544,Jan-Feb,1
40.6809,-73.9544,May-Jun,2
40.6809,-73.9449,Jan-Feb,4
40.6809,-73.9449,Mar-Apr,1
40.6809,-73.9449,May-Jun,2
40.6809,-73.9385,May-Jun,2
40.6809,-73.9346,Mar-Apr,1
40.6809,-73.9346,May-Jun,1
40.6809,-73.9316,Mar-Apr,1
40.6809,-73.9287,Jan-Feb,2
40.6809,-73.9287,May-Jun,2
40.6809,-73.9287,Nov-Dec,1
40.6809,-73.9182,Mar-Apr,2
40.6809,-73.9182,May-Jun,1
40.6809,-73.9086,Jan-Feb,9
40.6809,-73.9086,Mar-Apr,8
40.6809,-73.9086,May-Jun,6
40.6809,-73.903,Jan-Feb,2
40.6809,-73.903,Mar-Apr,5
40.6809,-73.903,May-Jun,3
40.6809,-73.903,Nov-Dec,2
40.6809,-73.8844,Mar-Apr,1
40.6809,-73.8815,Jan-Feb,2
40.6809,-73.8815,Mar-Apr,2
40.6809,-73.8815,May-Jun,4
40.6809,-73.8714,May-Jun,2
40.6809,-73.8579,Jan-Feb,1
40.6809,-73.855,Mar-Apr,1
40.6809,-73.8497,Mar-Apr,1
40.6809,-73.8497,May-Jun,2
40.6809,-73.8314,Jan-Feb,1
40.6809,-73.8314,May-Jun,1
40.6809,-73.8268,May-Jun,1
40.6809,-73.82,Jan-Feb,1
40.6809,-73.82,May-Jun,2
40.6809,-73.8094,Jan-Feb,1
40.6809,-73.8094,Mar-Apr,1
40.6809,-73.8094,May-Jun,3
40.6809,-73.7991,Jan-Feb,1
40.6809,-73.7951,Jan-Feb,2
40.6809,-73.7951,Jul-Aug,1
40.6809,-73.7951,Mar-Apr,1
40.6809,-73.7876,Jan-Feb,1
40.6809,-73.7811,Mar-Apr,2
40.6809,-73.7658,Sep-Oct,1
40.6809,-73.7388,May-Jun,1
40.6809,-73.7388,Nov-Dec,1
40.6809,-73.7333,Mar-Apr,1
40.681,-74.0141,Jan-Feb,1
40.681,-74.0141,Mar-Apr,1
40.681,-74.0141,May-Jun,2
40.681,-74.005,May-Jun,2
40.681,-74.0018,Jan-Feb,1
40.681,-73.9943,Jan-Feb,2
40.681,-73.9943,Mar-Apr,1
40.681,-73.9943,May-Jun,4
40.681,-73.9902,Jan-Feb,4
40.681,-73.955,Jan-Feb,7
40.681,-73.955,Mar-Apr,2
40.681,-73.955,May-Jun,2
40.681,-73.9504,Mar-Apr,2
40.681,-73.9504,May-Jun,3
40.681,-73.9434,Mar-Apr,1
40.681,-73.9376,Jan-Feb,1
40.681,-73.9376,Mar-Apr,1
40.681,-73.9141,Jan-Feb,1
40.681,-73.9141,May-Jun,1
40.681,-73.9141,Nov-Dec,1
40.681,-73.8915,Jan-Feb,1
40.681,-73.8915,Mar-Apr,2
40.681,-73.8896,May-Jun,1
40.681,-73.8835,Jan-Feb,1
40.681,-73.8705,Jan-Feb,1
40.681,-73.8705,Mar-Apr,3
40.681,-73.8705,May-Jun,7
40.681,-73.8642,Mar-Apr,1
